Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Nature of the Beast,1835747805,"""6917529207666158903""",,Legendary,Hand Cannon,legendaryengram,Energy,Arc,1600,,Range,3,Vault,false,false,3,11,,95,81,78,39,14,0,0,69,180,35,15,38,0,0,0,0,0,0,0,0,0,10,false,0,0,suros,,,Precision Frame*,TrueSight HCS*,Sureshot HCS,Tactical Mag*,Extended Mag,Subsistence*,Demolitionist*,Counterbalance Stock*,Tier 3: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,
Punching Out,378498222,"""6917529457751209533""",,Legendary,Sidearm,strikes,Energy,Solar,1600,,Range,5,Vault,false,false,4,15,,88,56,35,41,12,0,0,63,450,43,15,52,0,0,0,0,0,0,0,0,0,12,false,0,0,suros,,,Rapid-Fire Frame*,Arrowhead Brake,Hammer-Forged Rifling*,Armor-Piercing Rounds*,High-Caliber Rounds,Killing Wind*,Thresh*,Tier 5: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Brass Attacks,2121785039,"""6917529299856544651""",,Legendary,Sidearm,battlegrounds,Energy,Void,1600,,Stability,5,Vault,false,false,4,13,,90,89,56,61,13,0,0,33,325,27,25,31,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Aggressive Burst*,Full Bore*,Smallbore,Armor-Piercing Rounds*,High-Caliber Rounds,Killing Wind*,Rampage*,Gilded Smoke*,Tier 5: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,
Sojourner's Tale,599895591,"""6917529444761953593""",,Legendary,Shotgun,seasonpass,Energy,Solar,1600,,Range,4,Vault,false,false,4,14,,56,35,70,85,12,0,0,40,65,44,6,63,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Pinpoint Slug Frame*,Fluted Barrel,Hammer-Forged Rifling*,Steady Rounds,Accurized Rounds*,Rapid Hit*,Opening Shot*,Tier 4: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Coriolis Force,3512349612,"""6917529274511918603""",,Legendary,Fusion Rifle,campaign,Energy,Void,1600,,Reload Speed,4,Vault,false,false,4,12,,60,50,95,43,15,0,0,37,0,38,7,16,660,0,0,0,0,0,0,0,0,4,false,0,0,,,,Aggressive Frame*,Arrowhead Brake,Extended Barrel*,Accelerated Coils,Enhanced Battery*,Feeding Frenzy*,Thresh*,Shadow Gilt*,Targeting Adjuster*,Tier 4: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,
Perpetualis,392008588,"""6917529894510086903""",,Legendary,Auto Rifle,seasonpass,KineticSlot,Strand,1806,,Stability,10,Vault,false,false,6,20,,63,67,21,43,16,0,0,65,600,68,44,62,0,0,0,0,0,0,0,0,0,19,true,17,898,,,,Adaptive Frame*,Chambered Compensator*,Tactical Mag*,Zen Moment*,Hatchling*,Regal Medallion*,Minor Spec*,*,Noble Deeds*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Vigilance Wing,3628991659,"""6917529353189957333""",,Exotic,Pulse Rifle,,KineticSlot,Kinetic,1600,,,10,Vault,false,false,1,1,,79,60,33,65,17,0,0,70,530,40,30,43,0,0,0,0,0,0,0,0,0,21,false,0,0,,,,Harsh Truths*,Corkscrew Rifling*,Alloy Magazine*,Last Stand*,Composite Stock*,Vigil for Saint-14*,Vigilance Wing Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Hollow Words,607191995,"""6917529200847047009""",,Legendary,Fusion Rifle,contact,Energy,Arc,1600,,"Charge Time, Impact",3,Vault,false,false,3,11,,85,63,78,69,18,0,0,38,0,20,6,13,768,0,0,0,0,0,0,0,0,4,false,0,0,,,,Precision Frame*,Extended Barrel*,Full Bore,Ionized Battery,Projection Fuse*,Quickdraw*,Backup Plan*,Tier 3: Charge Time*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Night Watch,3504336176,"""6917529285742119186""",keep,Legendary,Scout Rifle,gambitprime,KineticSlot,Kinetic,1600,,Handling,3,Vault,true,false,3,11,,87,69,60,37,20,0,0,40,200,68,17,78,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Lightweight Frame*,Arrowhead Brake*,Polygonal Rifling,Drop Mag,Tactical Mag*,Subsistence*,Rampage*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,Insomnia*,,,,,,,,
Ascendancy,725408022,"""6917529612462432132""",,Legendary,Rocket Launcher,crucible,Power,Solar,1600,,Handling,10,Vault,true,false,4,15,,70,61,0,0,20,30,61,52,15,27,1,66,0,0,0,0,0,0,0,0,0,3,false,0,13,,,,Precision Frame*,Quick Launch*,Impact Casing*,Impulse Amplifier,Ambitious Assassin*,Explosive Light,Chain Reaction*,Masterworked: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Lodbrok-C,2328531378,"""6917529863023755824""",keep,Legendary,Auto Rifle,legendaryengram,KineticSlot,Kinetic,1800,,Reload Speed,2,Vault,true,false,5,19,,88,55,33,78,19,0,0,40,360,13,37,51,0,0,0,0,0,0,0,0,0,29,false,0,0,hakke,,,High-Impact Frame*,Fluted Barrel*,Full Bore,Extended Mag*,High-Caliber Rounds,Fourth Time's the Charm*,Target Lock*,Tier 2: Reload Speed*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,,,,,,,,
Shepherd's Watch,3743729616,"""6917529444410871054""",,Legendary,Sniper Rifle,legendaryengram,KineticSlot,Kinetic,1600,,Handling,3,Vault,false,false,4,15,,71,60,70,47,50,0,0,47,90,37,5,56,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Adaptive Frame*,Chambered Compensator,Fluted Barrel*,Accurized Rounds,Appended Mag*,Outlaw*,Firing Line*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Memory Interdict,3165547384,"""6917529874881741480""",keep,Legendary,Grenade Launcher,legendaryengram,Power,Void,1794,,Blast Radius,1,Vault,true,false,4,14,,100,58,0,0,13,51,28,58,120,42,5,52,0,0,0,0,0,0,0,0,0,6,false,0,0,omolon,,,Adaptive Frame*,Countermass*,Hard Launch,Spike Grenades*,Mini Frags,Surplus*,Chain Reaction*,Counterbalance Stock*,Tier 1: Blast Radius*,Kill Tracker*,Crucible Tracker,,,,,,,,
Dire Promise,2742838701,"""6917529475532954989""",,Legendary,Hand Cannon,legendaryengram,KineticSlot,Kinetic,1600,,Stability,1,Vault,false,false,3,10,,84,88,84,42,14,0,0,53,140,49,11,72,0,0,0,0,0,0,0,0,0,10,false,0,0,field-forged,,,Adaptive Frame*,Fastdraw HCS*,SteadyHand HCS,Alloy Magazine*,High-Caliber Rounds,Snapshot Sights*,Rangefinder*,Tier 1: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
The Deicide,217140611,"""6917529446029498174""",,Legendary,Shotgun,legendaryengram,Energy,Void,1600,,Reload Speed,4,Vault,false,false,4,14,,62,64,65,32,12,0,0,27,140,77,7,38,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling,Full Choke*,Tactical Mag,Light Mag*,Grave Robber*,One-Two Punch*,Tier 4: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Izanagi's Burden,3211806999,"""6917529253983846961""",,Exotic,Sniper Rifle,ada,KineticSlot,Kinetic,1600,,,,Vault,false,false,2,5,,83,62,70,58,45,0,0,56,90,40,4,47,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Honed Edge*,Chambered Compensator*,Accurized Rounds*,No Distractions*,Composite Stock*,Father of Islands*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
The Huckleberry,2286143274,"""6917529095264989878""",,Exotic,Submachine Gun,,KineticSlot,Kinetic,1600,,,10,Vault,false,false,1,3,,100,49,22,53,15,0,0,51,750,0,37,86,0,0,0,0,0,0,0,0,0,33,false,0,2245,tex-mechanica,,,Ride the Bull*,Fluted Barrel*,Ricochet Rounds*,Rampage*,Short-Action Stock*,Huckleberry Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,,
Sweet Sorrow,1248372789,"""6917529802596350326""",keep,Legendary,Auto Rifle,psiops,Energy,Arc,1600,,,,Vault,true,false,5,16,,72,81,18,23,17,0,0,64,720,47,52,42,0,0,0,0,0,0,0,0,0,12,true,3,99,,,,Rapid-Fire Frame*,Polygonal Rifling*,Alloy Magazine*,Pulse Monitor*,Turnabout*,Precursor Vex Chrome*,Counterbalance Stock*,*,Land Tank*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Bad Juju,2816212794,"""6917529096666924188""",,Exotic,Pulse Rifle,dcv,KineticSlot,Kinetic,1803,,,10,Vault,true,false,2,7,,85,60,27,40,17,0,0,77,450,47,27,56,0,0,0,0,0,0,0,0,0,35,false,0,8481,,,,String of Curses*,Hammer-Forged Rifling*,Steady Rounds*,Hip-Fire Grip*,Short-Action Stock*,Kill Tracker*,Crucible Tracker,Bad Juju Catalyst*,,,,,,,,,,,
SUROS Regime,2856683562,"""6917529155184408105""",,Exotic,Auto Rifle,,KineticSlot,Kinetic,1600,,,10,Vault,false,false,1,3,,50,68,21,55,16,0,0,58,600,73,27,64,0,0,0,0,0,0,0,0,0,31,false,0,0,suros,,,SUROS Legacy*,Hammer-Forged Rifling*,Tactical Mag*,Spinning Up*,Dual Speed Receiver,Hand-Laid Stock*,SUROS Regime Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Lumina,3512014804,"""6917529096077942644""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1786,,,10,Vault,false,false,2,7,,100,88,84,63,14,0,0,60,140,61,13,76,0,0,0,0,0,0,0,0,0,27,false,0,208,,,,Noble Rounds*,Chambered Compensator*,Accurized Rounds*,Blessing of the Sky*,Polymer Grip*,Lucid Melody*,Kill Tracker*,Crucible Tracker,Lumina Catalyst*,,,,,,,,,,
Two-Tailed Fox,2694576561,"""6917529101309657587""",,Exotic,Rocket Launcher,,Power,Void,1600,,,,Vault,false,false,2,4,,61,67,0,0,20,40,50,70,40,39,1,52,0,0,0,0,0,0,0,0,0,12,false,0,62,daito,,,Twintails*,Confined Launch*,High-Velocity Rounds*,Play with Your Prey*,Composite Stock*,Cuddly Throwback*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Ruinous Effigy,1363238943,"""6917529204300638403""",,Exotic,Trace Rifle,,Energy,Void,1800,,,10,Vault,true,false,3,11,,96,84,8,45,12,0,0,78,1000,33,94,53,0,0,0,0,0,0,0,0,0,16,false,0,278,,,,Transmutation*,Hammer-Forged Rifling*,Particle Repeater*,Evolution*,Composite Stock*,Ashen Icon*,Kill Tracker*,Crucible Tracker,Ruinous Effigy Catalyst*,,,,,,,,,,
Taraxippos,1389546626,"""6917529897675008790""",keep,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Handling,1,Vault,true,false,6,20,Guardian Games,54,75,60,30,19,0,0,47,200,39,18,85,0,0,0,0,0,0,0,0,0,23,false,0,0,omolon,,,Lightweight Frame*,Fluted Barrel*,Hammer-Forged Rifling,Extended Mag*,Steady Rounds,Outlaw*,Kill Clip*,Tier 1: Handling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,,,
Sorrow's Verse,2496875173,"""6917529482644519567""",,Legendary,Auto Rifle,crucible,Energy,Arc,1600,,Handling,2,Vault,false,false,4,15,,83,68,21,54,16,0,0,34,600,58,41,76,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Extended Barrel,Accurized Rounds*,Appended Mag,Feeding Frenzy*,Adrenaline Junkie*,Tier 2: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Pleiades Corrector,3556999246,"""6917529459428571816""",keep,Legendary,Scout Rifle,legendaryengram,Energy,Solar,1600,,Handling,5,Vault,true,false,4,14,,77,76,60,33,25,0,0,63,200,63,16,71,0,0,0,0,0,0,0,0,0,10,false,0,0,omolon,,,Lightweight Frame*,Chambered Compensator*,Polygonal Rifling,Extended Mag,Ricochet Rounds*,Outlaw*,Multikill Clip*,Counterbalance Stock*,Tier 5: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,
Better Devils,1048266744,"""6917529047055994938""",archive,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1600,1060,Reload Speed,10,Vault,true,false,1,1,,88,80,84,40,14,0,0,57,140,65,10,50,0,0,0,0,0,0,0,0,0,10,false,0,1061,fotc,,,Adaptive Frame*,Fastdraw HCS,SteadyHand HCS*,Sureshot HCS,Extended Mag,Flared Magwell*,Explosive Payload*,Weapon Attack Mod*,Nebula Rose*,Masterwork Weapon*,,,,,,,,,
Main Ingredient,253196586,"""6917529475699621658""",,Legendary,Fusion Rifle,strikes,Energy,Arc,1600,,Stability,1,Vault,false,false,3,11,,73,45,80,64,16,0,0,46,0,24,5,41,780,0,0,0,0,0,0,0,0,4,false,0,0,fotc,,,Precision Frame*,Cleanshot IS*,Hitmark IS,Red Dot Micro,Particle Repeater*,Projection Fuse,Under Pressure*,Tap the Trigger*,Tier 1: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,
Ogma PR6,2342054803,"""6917529793482291160""",keep,Legendary,Pulse Rifle,legendaryengram,Energy,Solar,1600,,Reload Speed,1,Vault,true,false,5,16,,65,78,27,48,19,0,0,57,450,71,32,60,0,0,0,0,0,0,0,0,0,15,false,0,75,omolon,,,Lightweight Frame*,Extended Barrel*,Polygonal Rifling,Accurized Rounds,Flared Magwell*,Demolitionist*,Wellspring*,Shadow Gilt*,Targeting Adjuster*,Tier 1: Reload Speed*,Omolon Fluid Dynamics*,Kill Tracker*,Crucible Tracker,,,,,,
Taraxippos,1389546626,"""6917529897636540663""",keep,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Stability,3,Vault,true,false,6,20,Guardian Games,54,75,60,40,19,0,0,55,200,59,15,69,0,0,0,0,0,0,0,0,0,13,false,0,12,omolon,,,Lightweight Frame*,Polygonal Rifling*,Fluted Barrel,Accurized Rounds*,Zen Moment*,Kill Clip,Explosive Payload*,Minor Spec*,Tier 3: Stability*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,,
Bottom Dollar,1046651176,"""6917529475532956339""",keep,Legendary,Hand Cannon,drifter,Energy,Void,1600,,Stability,3,Vault,true,false,4,13,,85,66,92,70,14,0,0,31,120,25,9,31,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Hammer-Forged Rifling*,Smallbore,Alloy Magazine*,Flared Magwell,Outlaw*,Dragonfly*,Tier 3: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Taraxippos,1389546626,"""6917529898160116845""",keep,Legendary,Scout Rifle,events,KineticSlot,Strand,1807,,Handling,10,Vault,false,false,6,20,Guardian Games,54,75,60,40,19,0,0,47,200,69,16,79,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Hammer-Forged Rifling*,Smallbore,Tactical Mag*,Flared Magwell,Moving Target,Offhand Strike*,Focused Fury,Explosive Payload*,Masterworked: Handling*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker*,Crucible Tracker,,,,,
Loud Lullaby,3924212056,"""6917529109314918769""",,Legendary,Hand Cannon,moon,KineticSlot,Kinetic,1600,1060,Stability,10,Vault,true,false,3,8,,98,60,92,60,14,0,0,34,120,23,10,24,0,0,0,0,0,0,0,0,0,10,false,0,859,,,,Aggressive Frame*,Fluted Barrel,Smallbore*,Appended Mag*,Flared Magwell,Subsistence*,Rampage*,Precursor Vex Chrome*,Masterworked: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,
Apostate,2164448701,"""6917529455407421291""",,Legendary,Sniper Rifle,moon,Energy,Arc,1600,,Range,3,Vault,false,false,4,13,,49,73,55,34,40,0,0,61,140,61,5,80,0,0,0,0,0,0,0,0,0,9,false,0,0,,,,Rapid-Fire Frame*,Fluted Barrel*,Polygonal Rifling,Tactical Mag,Steady Rounds*,Lead from Gold*,Explosive Payload*,Tier 3: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Chrysura Melo,1337707096,"""6917529477025950565""",keep,Legendary,Auto Rifle,seasonpass,Energy,Solar,1600,,Handling,5,Vault,true,false,4,15,,86,58,33,98,16,0,0,15,360,30,32,30,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,High-Impact Frame*,Full Bore*,Polygonal Rifling,Accurized Rounds*,Tactical Mag,Fourth Time's the Charm*,Frenzy*,Tier 5: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
IKELOS_HC_v1.0.2,1200824700,"""6917529468502407634""",keep,Legendary,Hand Cannon,dungeon,Energy,Void,1600,,Range,3,Vault,true,false,3,11,,91,80,78,45,14,0,0,65,180,33,12,33,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Arrowhead Brake,Polygonal Rifling*,Accurized Rounds*,Flared Magwell,Subsistence*,Vorpal Weapon*,Targeting Adjuster*,Tier 3: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,
Devil's Ruin,3824106094,"""6917529148492993409""",,Exotic,Sidearm,,Energy,Solar,1600,,,,Vault,false,false,3,9,,100,56,49,60,12,0,0,65,300,15,15,39,1000,0,0,0,0,0,0,0,0,23,false,0,0,,,,Close the Gap*,Extended Barrel*,Projection Fuse*,Pyrogenesis*,Combat Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Wastelander M5,1679868061,"""6917529553466202135""",keep,Legendary,Shotgun,30th,KineticSlot,Kinetic,1600,,Stability,5,Vault,true,false,4,15,,51,49,65,54,12,0,0,45,80,39,7,51,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Lightweight Frame*,Rifled Barrel*,Smallbore,Appended Mag,Extended Mag*,Subsistence*,Trench Barrel*,Tier 5: Stability*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Kill Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
Chroma Rush,1119734784,"""6917529395187875129""",keep,Legendary,Auto Rifle,servitor,KineticSlot,Kinetic,1600,,Handling,3,Vault,true,false,4,14,,45,80,18,32,16,0,0,63,720,47,51,38,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake,Smallbore*,Alloy Magazine*,Flared Magwell,Feeding Frenzy*,Thresh*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Memory Interdict,3165547384,"""6917529877376231161""",keep,Legendary,Grenade Launcher,legendaryengram,Power,Void,1800,,Blast Radius,2,Vault,true,false,4,14,,71,58,0,0,13,37,33,43,120,42,5,42,0,0,0,0,0,0,0,0,0,6,false,0,0,omolon,,,Adaptive Frame*,Linear Compensator*,Smart Drift Control,Proximity Grenades*,Alloy Casing,Auto-Loading Holster*,Chain Reaction*,Tier 2: Blast Radius*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Zephyr,396910433,"""6917529850400194548""",keep,Legendary,Sword,events,Power,Stasis,1600,,Impact,3,Vault,true,false,5,19,The Dawning,0,0,62,0,0,0,0,0,0,0,62,0,0,0,0,30,20,30,50,40,0,0,false,0,32,,,,Adaptive Frame*,Hungry Edge,Tempered Edge*,Burst Guard,Swordmaster's Guard*,Relentless Strikes*,Vorpal Weapon*,Mercury Vex Chrome*,Quick Access Sling*,Tier 3: Impact*,Dawning Surprise*,Kill Tracker*,Crucible Tracker,,,,,,
Witherhoard,2357297366,"""6917529194292618795""",,Exotic,Grenade Launcher,,KineticSlot,Kinetic,1806,,Handling,10,Vault,false,false,3,11,,100,84,0,0,12,5,12,68,90,33,6,100,0,0,0,0,0,0,0,0,0,6,false,0,312,,"BW Deeps, Fusion",,Primeval's Torment*,Countermass*,Black Powder*,Break the Bank*,Composite Stock*,Drowned in Strife*,Kill Tracker*,Crucible Tracker,Witherhoard Catalyst*,,,,,,,,,,
Shadow Price,2633186522,"""6917529532557973951""",,Legendary,Auto Rifle,nightfall,Energy,Arc,1600,,Handling,3,Vault,false,false,4,13,,79,43,29,83,16,0,0,45,450,47,33,46,0,0,0,0,0,0,0,0,0,21,false,0,0,,,,Precision Frame*,Corkscrew Rifling,Hammer-Forged Rifling*,Accurized Rounds*,Extended Mag,Killing Wind*,Thresh*,Tier 3: Handling*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Edge of Intent,14194600,"""6917529658851668725""",,Exotic,Glaive,enclave,Energy,Solar,1800,,,10,Vault,false,false,5,16,,0,50,95,60,0,0,0,0,45,50,3,30,0,0,0,0,0,0,0,0,80,12,true,5,242,,,,Edge of Intent*,Low-Impedance Windings*,Alloy Magazine*,Restorative Turret*,Hand-Laid Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,Shaped Weapon*,Empty Weapon Level Boost Socket*,,,,,,,,,
Temptation's Hook,35794111,"""6917529250859767562""",keep,Legendary,Sword,contact,Power,Arc,1600,,Impact,4,Vault,true,false,3,11,,0,0,50,0,0,0,0,0,0,0,55,0,0,0,0,50,100,100,0,40,0,0,false,0,0,,,,Caster Frame*,Honed Edge*,Jagged Edge,Tempered Edge,Burst Guard*,Enduring Guard,Relentless Strikes*,Vorpal Weapon*,Tier 5: Impact*,Kill Tracker*,Crucible Tracker,,,,,,,,
Ragnhild-D,4225322581,"""6917529824246437032""",keep,Legendary,Shotgun,legendaryengram,KineticSlot,Kinetic,1800,,Handling,10,Vault,true,false,5,16,,64,38,80,28,12,0,0,54,60,33,5,50,0,0,0,0,0,0,0,0,0,3,true,17,353,hakke,,,Aggressive Frame*,Barrel Shroud*,Assault Mag*,Auto-Loading Holster*,One-Two Punch*,Shrouded Stripes*,Major Spec*,*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Cantata-57,372697604,"""6917529629511227492""",keep,Legendary,Hand Cannon,legendaryengram,Energy,Arc,1600,,Stability,2,Vault,true,false,5,16,,95,82,84,56,14,0,0,63,140,45,11,47,0,0,0,0,0,0,0,0,0,12,false,0,0,suros,,,Adaptive Frame*,Chambered Compensator*,Smallbore,Accurized Rounds*,Alloy Magazine,Rapid Hit*,Timed Payload*,Tier 2: Stability*,Suros Synergy*,Kill Tracker*,Crucible Tracker,,,,,,,,
Eyasluna,235827225,"""6917529838441471105""",keep,Legendary,Hand Cannon,30th,KineticSlot,Stasis,1600,,Stability,1,Vault,true,false,4,15,,96,85,84,56,14,0,0,75,140,45,11,59,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,SteadyHand HCS*,Crossfire HCS,Armor-Piercing Rounds*,High-Caliber Rounds,Perpetual Motion*,Kill Clip*,Tier 1: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Crowd Pleaser,3565520715,"""6917529249253544634""",,Legendary,Grenade Launcher,drifter,Power,Void,1600,,Blast Radius,3,Vault,false,false,4,12,,70,58,0,0,13,53,42,41,120,21,7,55,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Quick Launch*,Smart Drift Control,Augmented Drum*,Mini Frags,Clown Cartridge*,Chain Reaction*,Tier 3: Blast Radius*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Jararaca-3sr,1851521408,"""6917529860185304369""",keep,Legendary,Scout Rifle,legendaryengram,KineticSlot,Stasis,1600,,Handling,2,Vault,true,false,5,19,,87,64,45,24,20,0,0,43,260,29,17,31,0,0,0,0,0,0,0,0,0,14,false,0,0,veist,,,VEIST Rapid-Fire*,Arrowhead Brake*,Polygonal Rifling,Alloy Magazine*,Appended Mag,Fourth Time's the Charm*,Headstone*,Tier 2: Handling*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,,,
Heir Apparent,2084878005,"""6917529335604104571""",,Exotic,Machine Gun,events,Power,Solar,1600,,,,Vault,false,false,3,10,Guardian Games,95,90,39,65,0,0,0,58,900,50,129,63,0,0,0,0,0,0,0,0,0,9,false,0,0,,,,Heavy Slug Thrower*,Corkscrew Rifling*,Appended Mag*,Armor of the Colossus*,Combat Grip*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
Disparity,1751893422,"""6917529870329786937""",keep,Legendary,Pulse Rifle,rasputin,KineticSlot,Stasis,1777,,,,Vault,true,false,5,19,,67,45,35,65,19,0,0,74,450,38,43,30,0,0,0,0,0,0,0,0,0,20,true,17,558,hakke,,,Aggressive Burst*,Polygonal Rifling*,Tactical Mag*,Outlaw*,Desperado*,Minor Spec*,*,Ambush*,Hakke Breach Armaments,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Telesto,2208405142,"""6917529293975922139""",,Exotic,Fusion Rifle,,Energy,Void,1600,,,10,Vault,false,false,1,2,,66,46,85,35,20,0,0,79,0,80,4,62,820,0,0,0,0,0,0,0,0,9,false,0,44,,,,Unplanned Reprieve*,Projection Fuse*,Harbinger's Pulse*,Polymer Grip*,Telesto Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,,,
Dead Man's Tale,3654674561,"""6917529326585952700""",keep,Exotic,Scout Rifle,,KineticSlot,Kinetic,1600,,,10,Vault,true,false,4,13,,100,60,67,70,18,0,0,40,120,50,14,55,0,0,0,0,0,0,0,0,0,17,false,0,1216,tex-mechanica,,,Cranial Spike*,Arrowhead Brake*,Accurized Rounds*,Fourth Time's the Charm*,Fitted Stock*,Remembrance*,Kill Tracker*,Crucible Tracker,Dead Man's Tale Catalyst*,,,,,,,,,,
Lingering Dread,2026087437,"""6917529891729614716""",keep,Legendary,Grenade Launcher,duality,KineticSlot,Stasis,1808,,Reload Speed,4,Vault,true,false,5,17,,63,75,0,0,13,0,88,14,90,74,1,70,0,0,0,0,0,0,0,0,0,3,false,0,3,,,,Lightweight Frame*,Hard Launch*,Smart Drift Control,Disorienting Grenades*,High-Velocity Rounds,Auto-Loading Holster*,Chill Clip*,Quick Access Sling*,Tier 4: Reload Speed*,Bitterspite*,Kill Tracker*,Crucible Tracker,,,,,,,
Nameless Midnight,996109059,"""6917529898160115424""",,Legendary,Scout Rifle,strikes,KineticSlot,Kinetic,1800,,Reload Speed,5,Vault,false,false,6,20,,79,62,62,40,20,0,0,43,180,29,19,56,0,0,0,0,0,0,0,0,0,20,false,0,0,,,,Precision Frame*,Fluted Barrel*,Hammer-Forged Rifling,Extended Mag*,Steady Rounds,Triple Tap*,Explosive Payload*,Tier 5: Reload Speed*,Vanguard's Vindication*,Kill Tracker*,Crucible Tracker,,,,,,,,
